ID_Transacao,Data_Hora_Transacao,Valor_Reembolso,Quantidade_Combustivel,Preco_Combustivel,ID_Veiculo,Consumo_Medio_Veiculo,Distancia_Percorrida,ID_Condutor,Num_Reembolsos_Recentes,Probabilidade_Fraude
1917,2024-05-27 01:08:18,"224,45","42,4","5,29",123,"14,6","380,7",1022,9,1
1918,2024-05-26 18:03:29,"39,02","7,8","5,01",111,"12,8","99,7",1026,0,0
1919,2024-05-26 12:14:11,"219,3",35,"6,26",180,"12,5","437,9",1036,1,0
1920,2024-05-26 20:23:40,"212,48","32,9","6,46",121,13,"427,6",1076,2,0
1921,2024-05-27 08:23:59,"153,99","23,9","6,45",182,"14,4","343,8",1042,2,0
1922,2024-05-26 19:48:16,"146,25","28,5","5,14",172,"9,7",276,1036,1,0
1923,2024-05-26 16:23:47,"176,38","30,5","5,79",175,"12,3","374,7",1084,3,0
1924,2024-05-27 01:59:10,"30,5","4,9","6,25",195,"10,8","52,7",1028,2,0
1925,2024-05-27 13:07:30,"216,54","39,1","5,54",194,"8,1","316,6",1028,1,0
1926,2024-05-27 00:22:38,"347,95","48,5","7,18",180,"8,9","431,3",1048,4,0
1927,2024-05-26 23:02:44,"173,67","33,3","5,22",122,"10,3","210,6",1074,11,1
1928,2024-05-27 16:07:06,"51,16","8,2","6,22",173,12,"98,7",1050,6,"0,258"
1929,2024-05-27 21:30:24,"184,63","27,4","6,73",162,"14,2","239,4",1049,6,1
1930,2024-05-27 23:04:49,"157,87","27,9","5,65",129,"13,5","377,2",1027,3,0
1931,2024-05-27 12:20:27,"54,19","8,3","6,56",118,"11,9","98,3",1073,3,0
1932,2024-05-28 06:15:59,"118,69","16,8","7,07",125,"8,5","142,7",1004,4,0
1933,2024-05-28 02:47:02,"63,79","11,6","5,48",189,10,"116,4",1055,1,0
1934,2024-05-27 21:21:10,"281,01","38,5","7,29",110,"10,6","408,6",1063,3,0
1935,2024-05-27 19:18:21,"65,55","10,3","6,38",119,"12,4","78,3",1088,7,1
1936,2024-05-27 22:02:12,"242,85","42,2","5,75",155,"8,5",359,1096,3,0
1937,2024-05-28 10:26:00,"111,67","18,4","6,08",144,"11,7","214,9",1016,6,"0,497"
1938,2024-05-27 18:44:21,"256,57","44,4","5,78",167,"14,3","390,1",1096,6,1
1939,2024-05-28 13:28:21,"255,51","37,5","6,81",146,"12,9",484,1088,1,0
1940,2024-05-28 07:20:47,"52,17","7,5","6,99",175,"13,6","101,5",1096,1,0
1941,2024-05-28 19:26:52,"105,92",15,"7,08",188,"12,8","191,5",1054,2,0
1942,2024-05-28 07:58:51,"535,4","71,8","7,46",157,"9,4","414,6",1008,12,1
1943,2024-05-28 07:41:07,"134,68","19,3","6,98",109,"8,8","169,8",1090,2,0
1944,2024-05-28 05:36:36,"69,14","10,6","6,5",121,"13,8","146,8",1088,2,0
1945,2024-05-28 06:47:21,"191,1","32,7","5,85",170,"12,9","421,4",1067,3,0
1946,2024-05-28 22:39:48,"261,93","41,2","6,36",123,12,"494,2",1072,1,0
1947,2024-05-28 11:06:19,"164,85","32,3","5,1",165,"9,3","300,6",1078,2,0
1948,2024-05-28 19:36:06,"98,46","14,4","6,86",195,"12,2","175,1",1015,1,0
1949,2024-05-28 16:15:41,"170,93",28,"6,11",184,"8,2","229,4",1015,2,0
1950,2024-05-29 13:08:56,"72,65","14,4","5,05",160,"8,8","126,6",1012,2,0
1951,2024-05-29 03:17:35,"198,71","38,5","5,16",106,"10,2","392,8",1077,2,0
1952,2024-05-29 03:55:26,"214,11","35,9","5,97",171,"11,1","398,1",1085,2,0
1953,2024-05-29 20:12:31,"325,79","50,4","6,46",137,"8,8","443,8",1084,1,0
1954,2024-05-29 01:21:48,"43,4",7,"6,16",120,"8,8",62,1072,1,0
1955,2024-05-29 06:56:54,"151,45","23,1","6,55",107,"13,1","302,9",1062,3,0
1956,2024-05-30 00:45:33,"75,64","12,2","6,2",188,12,"146,4",1040,2,0
1957,2024-05-29 21:59:59,"188,12","28,3","6,65",127,"11,7","203,4",1052,10,1
1958,2024-05-30 03:31:22,"199,8",36,"5,55",191,"11,2","403,2",1067,2,0
1959,2024-05-30 00:46:02,"48,66","9,2","5,28",153,"14,8","136,4",1073,2,0
1960,2024-05-29 16:57:36,"263,74","40,6","6,49",130,"8,3","337,3",1098,2,0
1961,2024-05-30 09:14:44,"230,1","37,1","6,21",199,"9,3","344,6",1008,1,0
1962,2024-05-29 19:48:30,"194,4","38,3","5,07",188,"12,5","479,3",1050,2,0
1963,2024-05-29 17:09:19,"263,65","44,3","5,95",140,9,"398,8",1047,1,0
1964,2024-05-30 03:05:08,"179,27",34,"5,27",136,"12,1","411,6",1079,3,0
1965,2024-05-30 03:43:35,"152,55","24,1","6,33",137,12,"289,2",1048,2,0
1966,2024-05-30 14:49:49,"54,27","9,1","5,99",150,"14,8","134,1",1017,1,0
1967,2024-05-29 23:00:23,"111,06",17,"6,53",175,"14,2","241,5",1009,0,0
1968,2024-05-30 01:49:56,"142,74","20,4","7,01",136,"14,6","297,3",1084,2,0
1969,2024-05-30 11:26:45,"377,76","65,7","5,75",130,"8,8","355,3",1053,8,1
1970,2024-05-30 10:10:51,"276,64","37,3","7,41",161,"14,1","323,5",1078,5,1
1971,2024-05-31 04:44:54,"161,92","25,5","6,34",117,"8,9","227,3",1014,1,0
1972,2024-05-30 22:42:26,"89,48","13,7","6,55",189,"12,4","169,4",1010,0,0
1973,2024-05-30 12:52:20,"105,42","15,7","6,7",105,13,"125,7",1039,6,1
1974,2024-05-30 19:09:32,"265,48","39,8","6,67",108,"9,1","362,2",1046,2,0
1975,2024-05-30 16:32:06,"172,4","27,5","6,28",110,"12,4","340,4",1019,5,0
1976,2024-05-31 04:09:32,"259,64","42,8","6,07",194,"8,4","359,3",1097,1,0
1977,2024-05-31 13:28:33,"110,52","21,5","5,13",101,"10,1","217,6",1021,3,0
1978,2024-05-31 02:18:18,"59,07","11,7","5,06",128,"14,4","168,1",1047,0,0
1979,2024-05-31 19:20:31,"408,27","69,3","5,89",150,"9,2","391,9",1081,8,1
1980,2024-05-31 15:06:41,"444,31","76,2","5,83",168,"8,5","398,1",1015,6,1
1981,2024-05-31 07:48:08,"137,15",23,"5,97",122,"11,1",255,1004,2,0
1982,2024-06-01 00:00:05,"124,35","23,2","5,35",199,14,"325,4",1064,1,0
1983,2024-05-31 20:10:29,"175,76","25,7","6,85",106,"8,5","218,1",1082,3,0
1984,2024-05-31 12:37:46,"248,81","34,8","7,14",155,"10,5","365,9",1073,2,0
1985,2024-05-31 16:50:34,"356,37","48,5","7,35",176,"14,3","426,1",1020,7,1
1986,2024-06-01 03:15:56,"254,65","40,9","6,23",161,"8,8","359,7",1060,1,0
1987,2024-06-01 06:43:26,"185,76","27,5","6,75",173,"10,2","280,7",1076,2,0
1988,2024-06-01 05:33:31,"136,62","19,1","7,14",199,"13,4","256,4",1054,2,0
1989,2024-06-01 01:52:09,"173,81","28,7","6,05",179,"11,8",339,1023,2,0
1990,2024-06-01 08:21:36,"242,14",42,"5,77",114,"13,8","355,9",1022,6,1
1991,2024-05-31 21:05:04,"409,07","55,7","7,34",152,"8,8","301,4",1086,6,1
1992,2024-06-01 06:41:41,"235,41","37,4","6,29",142,"14,4","331,2",1010,6,1
1993,2024-06-01 10:52:36,"40,24","6,4","6,24",182,"14,5","93,5",1046,1,0
1994,2024-06-01 21:56:19,"286,45","52,6","5,45",184,"9,1","478,3",1001,3,0
1995,2024-06-01 12:23:26,"260,8","49,5","5,27",134,"8,2","405,8",1069,1,0
1996,2024-06-01 16:47:07,"104,17","14,7","7,11",178,"14,9","218,3",1052,2,0
1997,2024-06-01 18:29:09,174,"26,6","6,54",113,"11,4","303,3",1010,0,0
1998,2024-06-01 09:05:37,"34,52","5,9","5,81",192,12,"71,3",1014,2,0
1999,2024-06-01 23:10:30,"30,56","5,6","5,48",168,"12,3","68,6",1072,1,0
2000,2024-06-01 13:04:16,"77,11","12,1","6,39",148,"13,5","162,9",1011,3,0
2001,2024-06-02 04:56:50,"169,94","26,3","6,46",117,"13,7","360,4",1035,1,0
2002,2024-06-02 00:51:02,"414,23",75,"5,52",150,"9,4","433,5",1091,9,1
2003,2024-06-02 04:25:26,"360,74","50,6","7,13",100,"9,7","301,6",1022,7,"0,984"
2004,2024-06-02 14:31:33,"106,97","20,5","5,21",126,"14,1","289,5",1026,6,"0,238"
2005,2024-06-01 23:58:40,"99,31","16,9","5,89",163,"13,7",231,1087,6,"0,307"
2006,2024-06-02 06:40:53,"66,84",10,"6,7",159,"12,3","122,7",1013,3,0
2007,2024-06-02 15:05:23,"39,19","6,9","5,69",190,15,"103,3",1053,1,0
2008,2024-06-02 19:32:59,"211,72","29,9","7,07",188,"13,1","392,3",1098,0,0
2009,2024-06-02 06:58:21,"337,02","49,2","6,85",140,"9,5","467,4",1026,2,0
2010,2024-06-02 17:52:57,"209,04",30,"6,97",120,"13,9","256,2",1020,7,1
2011,2024-06-02 19:19:47,"168,63","31,8","5,3",113,"10,9","346,8",1048,2,0
2012,2024-06-02 15:29:11,"297,47","55,6","5,35",119,"8,3","461,5",1061,2,0
2013,2024-06-03 10:52:15,"50,81","8,9","5,72",191,"10,2","90,6",1076,2,0
2014,2024-06-03 00:58:19,"187,91","29,8","6,3",184,"13,3","396,7",1071,2,0
2015,2024-06-03 04:04:22,"153,1","22,3","6,87",186,"14,7","327,6",1043,0,0
2016,2024-06-03 00:37:53,"228,74","32,3","7,09",110,"9,9","319,4",1043,0,0
2017,2024-06-03 14:21:57,"126,56","18,7","6,76",165,"9,7","181,6",1097,3,0
2018,2024-06-03 13:42:44,"220,09","30,1","7,32",183,"11,9","357,8",1060,4,0
2019,2024-06-02 22:52:42,"203,85","29,8","6,85",123,"13,7","407,7",1041,3,0
2020,2024-06-03 04:54:01,"44,06","7,6","5,77",188,"13,2","100,8",1022,1,0
2021,2024-06-03 14:57:35,"224,52","39,7","5,66",136,"11,9","290,1",1072,6,1
2022,2024-06-03 23:57:29,"51,96","7,7","6,74",185,"12,4","95,6",1000,2,0
2023,2024-06-03 06:58:28,"406,97","74,3","5,48",123,"9,7","442,7",1035,5,1
2024,2024-06-03 13:51:07,"132,37","25,3","5,23",114,11,"278,4",1054,1,0
2025,2024-06-03 12:13:15,"267,15","42,2","6,33",111,"9,8","413,6",1015,10,"0,206"
2026,2024-06-04 03:07:05,"107,04","15,2","7,05",194,"14,2","215,6",1088,3,0
2027,2024-06-03 18:31:40,"103,19","19,7","5,25",163,"8,8","106,3",1017,7,1
2028,2024-06-04 10:04:06,"37,46","5,4","6,98",130,"12,8","68,7",1097,1,0
2029,2024-06-04 04:01:12,"126,76",18,"7,03",152,"9,8","176,7",1037,2,0
2030,2024-06-03 21:47:47,"87,87","14,2","6,21",193,"11,3","159,9",1066,0,0
2031,2024-06-04 17:07:30,"153,79","29,9","5,14",183,"10,1","302,2",1019,2,0
2032,2024-06-04 20:05:31,"31,58","5,8","5,44",171,"10,3","59,8",1018,2,0
2033,2024-06-04 17:39:52,"319,58","47,2","6,77",143,"9,8","284,3",1012,10,1
2034,2024-06-04 07:53:42,"115,36",17,"6,78",129,"13,3","226,3",1016,0,0
2035,2024-06-04 12:36:50,"211,82","29,2","7,25",134,"10,6","309,7",1077,5,0
2036,2024-06-04 07:36:07,"180,53","27,9","6,46",120,"13,1","366,1",1029,6,"0,272"
2037,2024-06-04 21:19:31,"158,97","29,9","5,31",162,"11,2","335,3",1085,2,0
2038,2024-06-04 19:01:35,"221,48","41,8","5,3",191,"11,8","493,1",1042,3,0
2039,2024-06-05 09:13:50,"64,66","9,5","6,8",116,"11,8","112,2",1047,1,0
2040,2024-06-05 09:27:24,"146,11","26,8","5,46",111,"14,8","243,4",1042,9,1
2041,2024-06-05 11:04:28,"132,43","22,8","5,82",117,"10,6","241,2",1092,3,0
2042,2024-06-05 00:41:11,"155,63",25,"6,22",191,"9,5","237,7",1065,0,0
2043,2024-06-05 13:44:51,"122,53","24,2","5,06",159,"14,4","348,7",1052,4,0
2044,2024-06-05 05:05:33,"268,78","47,8","5,62",166,"9,2","270,4",1071,7,1
2045,2024-06-05 12:57:45,"200,74","33,3","6,02",114,"13,8","282,8",1077,8,1
2046,2024-06-05 09:24:39,"153,21","26,9","5,7",115,"9,1","244,6",1033,1,0
2047,2024-06-05 03:07:25,"210,34","39,4","5,34",121,"12,6","496,3",1076,3,0
2048,2024-06-05 11:48:38,"350,29","51,4","6,82",194,"9,1","467,4",1073,0,0
2049,2024-06-05 14:47:18,"148,71","21,2","7,03",162,"14,5","188,5",1071,7,1
2050,2024-06-06 00:51:08,"47,09","8,4","5,64",130,12,"100,2",1070,1,0
2051,2024-06-06 07:05:48,"288,31","41,5","6,94",100,"10,3","427,9",1012,3,0
2052,2024-06-06 04:27:27,"330,25","55,4","5,96",174,9,"498,7",1089,2,0
2053,2024-06-06 07:08:52,"107,48","17,1","6,27",105,"10,6","181,7",1055,3,0
2054,2024-06-06 07:45:20,"116,79","16,4","7,14",186,"12,9",211,1058,3,0
2055,2024-06-05 23:01:35,"494,9",72,"6,87",108,"10,7","473,7",1031,6,1
2056,2024-06-05 22:29:18,"267,39","38,1","7,01",151,"9,7",370,1082,5,0
2057,2024-06-06 00:08:49,"81,44","15,2","5,34",179,12,183,1078,1,0
2058,2024-06-06 19:37:16,"240,42","46,5","5,17",161,"10,9","311,5",1053,6,1
2059,2024-06-06 12:43:18,"373,21","51,6","7,23",157,"9,2","474,9",1001,1,0
2060,2024-06-06 12:28:25,"272,46","45,6","5,97",118,"9,1","415,3",1036,2,0
2061,2024-06-07 00:11:44,"274,79",48,"5,72",112,13,"383,8",1082,5,1
2062,2024-06-06 23:34:11,"175,59","25,8","6,81",131,"14,8","381,6",1096,1,0
2063,2024-06-06 10:51:06,"156,35","22,1","7,09",199,"9,6","130,1",1032,8,1
2064,2024-06-06 17:36:37,"225,01","31,4","7,16",108,"13,4","421,1",1000,2,0
2065,2024-06-06 21:17:02,"117,35","20,3","5,79",148,"8,6","174,3",1027,2,0
2066,2024-06-06 18:28:52,"312,32","43,8","7,13",136,"10,7","468,7",1016,2,0
2067,2024-06-07 05:50:04,"94,95","18,6","5,1",130,"11,5","214,1",1056,3,0
2068,2024-06-07 12:18:17,"366,83","71,6","5,12",130,"9,9","435,9",1069,7,1
2069,2024-06-07 00:56:43,"154,92","23,6","6,56",158,"11,7","169,8",1051,5,1
2070,2024-06-07 11:16:04,"166,45","32,3","5,16",154,"14,2","281,5",1043,7,1
2071,2024-06-06 23:06:31,"39,04","6,7","5,81",118,"14,6","98,1",1083,5,0
2072,2024-06-07 03:48:06,"266,51","39,9","6,68",162,"8,7","347,1",1046,4,0
2073,2024-06-07 01:55:07,"251,41","43,1","5,84",101,"9,9","426,2",1012,3,0
2074,2024-06-07 20:37:27,"136,54","25,1","5,45",144,"14,9","373,3",1075,2,0
2075,2024-06-07 13:17:25,"164,38","28,8","5,7",195,"9,9","285,5",1029,1,0
2076,2024-06-07 15:03:48,"33,72","5,5","6,14",142,"12,8","70,3",1084,1,0
2077,2024-06-07 23:31:02,"296,87",48,"6,19",197,"9,8",470,1065,0,0
2078,2024-06-08 03:12:15,"243,6",35,"6,96",100,"10,5","367,5",1052,2,0
2079,2024-06-07 19:50:58,"464,18","67,5","6,88",184,"9,3","385,6",1017,7,1
2080,2024-06-08 03:49:37,"178,76","29,1","6,14",160,14,"407,6",1027,2,0
2081,2024-06-08 08:16:52,"193,52","27,2","7,11",102,"14,2","386,5",1003,1,0
2082,2024-06-08 03:52:03,"130,15","24,6","5,29",190,"10,1","248,5",1041,2,0
2083,2024-06-07 23:54:30,"155,35","27,5","5,64",143,"13,8","380,1",1005,2,0
2084,2024-06-08 06:15:28,"223,08","31,6","7,07",106,"10,5","331,3",1008,1,0
2085,2024-06-08 19:52:34,"482,5","81,2","5,94",132,"8,7","434,3",1019,9,1
2086,2024-06-08 09:07:01,"230,28","30,9","7,45",108,"13,3","411,1",1093,4,0
2087,2024-06-08 13:18:56,"34,69","5,6","6,17",129,"12,2","68,6",1037,1,0
2088,2024-06-08 19:14:07,"252,97","36,2","6,98",117,"9,9","220,5",1067,9,1
2089,2024-06-08 09:25:06,"40,23","6,7","6,01",155,"9,8","65,6",1049,3,0
2090,2024-06-09 04:12:32,"39,27","6,5","6,06",189,"14,8","95,9",1059,0,0
2091,2024-06-08 13:36:13,"136,48","22,9","5,96",183,14,"320,6",1012,0,0
2092,2024-06-08 16:03:28,"219,98","32,4","6,8",130,"13,7","443,2",1098,6,"0,316"
2093,2024-06-08 22:01:49,"74,36","11,7","6,37",171,"8,9","103,9",1093,3,0
2094,2024-06-09 06:19:16,"140,01",19,"7,36",162,"13,3",253,1041,1,0
2095,2024-06-08 19:47:07,"272,55","48,4","5,63",186,"9,5","459,9",1067,2,0
2096,2024-06-09 13:41:59,"147,71","28,1","5,25",149,"14,8","416,4",1024,4,0
2097,2024-06-09 16:42:20,"202,11","33,8","5,98",188,"8,4","283,9",1030,2,0
2098,2024-06-09 16:20:05,"402,57","61,6","6,54",100,"10,5","397,2",1011,10,1
2099,2024-06-09 19:32:09,"301,65","42,2","7,15",181,11,"285,2",1063,6,1
2100,2024-06-09 21:44:16,"83,82","14,3","5,87",118,"13,8","121,1",1078,9,1
2101,2024-06-09 06:56:55,"52,5","7,9","6,63",163,"13,4","106,1",1060,0,0
2102,2024-06-10 00:41:00,"74,78","12,7","5,88",152,"10,6","134,8",1052,2,0
2103,2024-06-09 17:43:36,"113,31","17,3","6,54",105,12,"207,9",1025,2,0
2104,2024-06-09 10:38:03,"244,88",34,"7,21",116,"13,8","468,7",1060,1,0
2105,2024-06-09 15:18:22,"459,48","82,3","5,58",145,"8,1","409,9",1009,6,1
2106,2024-06-10 04:49:16,"176,03","29,3","6,01",171,"13,6","244,8",1011,7,1
2107,2024-06-10 00:31:40,"226,67","30,3","7,48",172,"14,6","271,9",1021,7,1
2108,2024-06-10 13:16:21,"148,21","20,7","7,17",154,"8,2","169,5",1052,3,0
2109,2024-06-10 07:08:09,"461,2","71,9","6,41",190,"8,3",367,1020,5,1
2110,2024-06-10 17:00:35,"248,7","39,5","6,29",199,"10,4","411,2",1034,2,0
2111,2024-06-09 23:43:25,"104,57","18,3","5,71",105,"8,6","157,5",1070,1,0
2112,2024-06-10 05:25:46,"37,96",6,"6,29",169,"11,4","68,8",1081,1,0
2113,2024-06-10 18:11:51,"179,79","25,3","7,12",167,"13,1","330,8",1026,4,0
2114,2024-06-10 06:26:50,"169,48","25,3","6,71",185,12,"303,1",1059,0,0
2115,2024-06-10 20:24:37,"229,13",40,"5,73",139,"9,4",231,1098,10,1
2116,2024-06-10 07:36:05,"148,33",27,"5,5",190,"12,6","339,8",1046,0,0
2117,2024-06-10 21:42:16,"214,27","37,9","5,66",165,"12,8","297,8",1065,6,1
2118,2024-06-11 04:00:46,"99,02","18,3","5,42",108,"14,5","162,8",1095,10,1
2119,2024-06-11 00:48:21,"133,33","25,4","5,24",110,9,229,1014,6,"0,414"
2120,2024-06-11 04:14:26,"114,71",19,"6,05",119,"12,8","242,7",1023,2,0
2121,2024-06-10 19:29:38,"163,57",31,"5,28",142,"14,4","446,1",1083,2,0
2122,2024-06-11 13:32:32,"370,64","68,3","5,43",157,"11,5","482,4",1009,9,1
2123,2024-06-11 03:20:23,"274,15",43,"6,37",177,"10,5","451,9",1087,3,0
2124,2024-06-11 06:06:43,"219,69","40,6","5,41",125,"9,2","373,6",1023,2,0
2125,2024-06-10 23:56:58,"114,62","22,2","5,16",137,"14,1","313,2",1087,5,0
2126,2024-06-11 20:46:59,"193,11","33,4","5,79",193,"10,8","360,2",1056,0,0
2127,2024-06-11 11:41:58,"180,89","32,6","5,55",135,"14,5","472,6",1033,3,0
2128,2024-06-11 18:17:39,"73,53","11,7","6,29",198,"13,9","162,5",1040,2,0
2129,2024-06-11 12:47:52,"144,3","27,4","5,26",154,"10,6","290,8",1039,1,0
2130,2024-06-11 20:07:30,"336,13","48,9","6,88",105,12,"360,3",1010,8,1
2131,2024-06-11 13:51:42,"315,36","43,4","7,27",102,"8,2","355,7",1089,3,0
2132,2024-06-12 11:19:35,"114,45","16,7","6,86",164,"9,8","163,5",1000,2,0
2133,2024-06-12 10:48:30,"152,89","24,2","6,33",163,13,314,1029,0,0
2134,2024-06-12 07:53:59,"229,81","32,1","7,15",157,"12,7","408,2",1042,3,0
2135,2024-06-12 07:35:38,"275,54","40,9","6,74",157,"10,5","263,8",1081,6,1
2136,2024-06-12 04:09:58,"149,43","29,7","5,03",117,"13,7",407,1025,2,0
2137,2024-06-12 15:16:37,"212,92","35,5","5,99",122,"9,7","211,9",1052,8,1
2138,2024-06-12 11:09:59,"300,73","42,2","7,13",195,"11,2","472,4",1046,0,0
2139,2024-06-12 06:43:38,"150,54","25,7","5,86",128,"11,3","290,3",1008,1,0
2140,2024-06-13 02:11:00,"253,41","49,8","5,09",122,"10,4","318,2",1008,7,1
2141,2024-06-12 08:54:00,"29,96","4,4","6,87",135,"14,7","64,1",1000,1,0
2142,2024-06-13 06:53:12,"68,8","9,8","7,01",169,"12,9","126,6",1070,1,0
2143,2024-06-13 00:28:17,"249,31","46,2","5,4",180,"11,8","334,8",1043,8,1
2144,2024-06-12 12:01:49,"130,57","20,6","6,34",181,"11,6","238,9",1058,4,0
2145,2024-06-13 09:46:03,"167,83","30,6","5,48",194,"9,1","278,7",1055,3,0
2146,2024-06-12 17:18:12,"81,73",12,"6,8",105,"10,6","78,3",1050,7,1
2147,2024-06-13 10:14:04,"309,59","54,5","5,68",133,"12,7","425,4",1015,7,1
2148,2024-06-12 20:41:27,"160,92","27,8","5,79",143,"14,5",403,1037,6,"0,302"
2149,2024-06-13 01:08:51,"69,23","9,7","7,11",143,"13,7","133,4",1010,3,0
2150,2024-06-13 02:08:35,"205,56","33,2","6,19",126,"10,1","335,4",1024,0,0
2151,2024-06-13 01:05:23,"253,58",38,"6,67",199,11,"418,2",1092,3,0
2152,2024-06-14 00:44:19,"236,49","39,3","6,01",151,"8,6","338,4",1082,2,0
2153,2024-06-13 13:01:46,"125,38","21,8","5,75",141,"8,7","189,7",1081,1,0
2154,2024-06-13 13:29:52,"200,46","30,6","6,56",124,"11,3","345,3",1058,3,0
2155,2024-06-13 20:06:04,"108,47","20,1","5,39",173,"11,7","144,7",1028,6,1
2156,2024-06-14 08:05:06,"116,91","19,7","5,93",138,"9,8","193,2",1079,4,0
2157,2024-06-14 01:46:33,"113,53","20,6","5,52",138,"12,5",158,1039,7,1
2158,2024-06-13 22:52:16,"255,56","37,9","6,74",111,"12,9","300,6",1007,6,1
2159,2024-06-14 01:59:04,"71,92","9,8","7,36",110,"10,1","98,7",1097,3,0
2160,2024-06-13 20:58:41,"430,69","57,5","7,49",102,"13,3",470,1005,6,1
2161,2024-06-14 03:47:53,"130,49","21,3","6,13",121,"9,4","200,1",1044,1,0
2162,2024-06-14 13:40:05,"70,85","12,6","5,63",103,"11,8","148,5",1052,1,0
2163,2024-06-14 20:36:19,"199,87","32,7","6,11",107,"13,6","273,4",1093,8,1
2164,2024-06-14 17:27:37,"171,43","24,1","7,12",113,"11,8","174,6",1097,6,1
2165,2024-06-14 03:59:38,"111,43","20,2","5,52",183,"14,4","290,7",1020,1,0
2166,2024-06-14 04:10:23,"181,69","24,6","7,38",187,"8,4","206,8",1056,0,0
2167,2024-06-15 00:29:07,"52,89",9,"5,85",113,"12,1","109,4",1075,2,0
2168,2024-06-15 00:32:57,"106,38","14,3","7,46",191,"11,9","169,7",1005,1,0
2169,2024-06-15 01:38:04,"139,35","19,6","7,1",115,"12,6","247,3",1062,3,0
2170,2024-06-14 13:41:14,"32,35","4,6","7,02",131,"13,8","63,6",1005,2,0
2171,2024-06-14 19:05:03,"175,38","30,3","5,79",163,"13,1","396,8",1052,1,0
2172,2024-06-14 23:31:58,"122,64","24,4","5,02",175,"13,5","329,8",1003,3,0
2173,2024-06-15 13:07:51,"191,08","32,1","5,96",115,10,"320,6",1008,1,0
2174,2024-06-15 10:25:34,"158,9","27,6","5,75",151,"10,7","295,7",1068,1,0
2175,2024-06-15 07:55:26,"129,55","25,5","5,09",118,"12,4","315,6",1073,2,0
2176,2024-06-15 14:46:56,"247,56","39,5","6,26",168,"11,9","470,6",1071,2,0
2177,2024-06-15 19:23:57,"22,04","3,7","6,01",111,"14,7","53,9",1086,1,0
2178,2024-06-15 21:25:23,"50,67","7,7","6,59",192,"9,3","71,5",1003,2,0
2179,2024-06-15 17:15:42,"138,25","21,1","6,55",104,"10,5","136,2",1057,6,1
2180,2024-06-15 13:23:11,"55,34","10,4","5,3",141,12,"125,3",1036,1,0
2181,2024-06-15 17:38:12,"69,39","9,3","7,44",116,"14,1","131,5",1070,1,0
2182,2024-06-16 04:43:41,"216,32","39,5","5,47",171,"14,5","352,4",1005,7,1
2183,2024-06-16 07:47:12,"150,87","24,7","6,11",193,"10,4","256,8",1050,1,0
2184,2024-06-15 18:37:06,"363,17","58,4","6,22",109,"8,5","496,3",1078,0,0
2185,2024-06-15 15:35:10,"158,17","22,5","7,03",183,11,"152,1",1098,7,1
2186,2024-06-16 07:08:53,"92,31","17,6","5,25",115,"10,8","189,9",1049,3,0
2187,2024-06-15 23:06:18,"200,8","33,1","6,07",115,"14,9","492,9",1095,2,0
2188,2024-06-16 09:41:28,"253,42","38,6","6,57",141,11,"424,3",1013,4,0
2189,2024-06-16 17:17:37,"233,31","42,1","5,54",102,"10,1","261,4",1098,5,1
2190,2024-06-16 14:13:07,"302,16",46,"6,57",122,"10,6","299,6",1010,6,1
2191,2024-06-16 14:17:02,"290,64","39,8","7,31",185,"10,8","429,4",1009,0,0
2192,2024-06-16 04:06:13,"144,59","19,3","7,49",127,"13,8","266,4",1060,1,0
2193,2024-06-17 01:03:47,"137,16",27,"5,08",144,"8,6","142,7",1080,8,1
2194,2024-06-16 23:53:56,"231,71","41,5","5,59",199,"10,2","422,8",1012,3,0
2195,2024-06-17 01:53:15,"114,04","19,7","5,78",167,"14,8",292,1033,2,0
2196,2024-06-16 18:11:00,"127,57","21,3",6,123,"9,1","118,9",1059,6,1
2197,2024-06-17 08:11:27,"117,94",21,"5,61",118,"13,2","277,5",1050,1,0
2198,2024-06-16 15:09:16,"123,79","22,5","5,51",174,"10,5","235,9",1004,1,0
2199,2024-06-17 00:06:37,"271,54","36,7","7,39",139,"12,1","444,6",1073,4,0
2200,2024-06-17 01:48:09,"145,68",20,"7,3",145,"8,7","106,7",1031,7,1
2201,2024-06-17 05:28:29,"224,98","43,9","5,12",139,"10,1","443,8",1011,3,0
2202,2024-06-17 17:22:58,"142,69","24,4","5,85",161,"11,5","280,5",1051,0,0
2203,2024-06-17 02:45:19,"145,24","24,2","6,01",117,"9,6",232,1012,1,0
2204,2024-06-17 03:35:31,"58,33","10,4","5,6",111,"11,8","122,9",1084,0,0
2205,2024-06-17 12:08:00,"252,7","38,5","6,57",113,"9,5","365,4",1053,1,0
2206,2024-06-17 18:21:24,"244,67","37,1","6,6",181,"12,6","467,1",1096,3,0
2207,2024-06-17 12:29:51,"109,14","15,3","7,13",160,"14,3","218,9",1053,2,0
2208,2024-06-17 21:45:51,"205,69",30,"6,85",111,"8,6","158,7",1040,8,1
2209,2024-06-18 05:27:29,"200,64","31,5","6,36",126,"9,5","299,7",1047,5,0
2210,2024-06-18 00:52:55,"316,9","47,8","6,63",105,"13,9","408,3",1050,8,1
2211,2024-06-17 18:07:47,"38,54","6,8","5,68",187,"12,4","51,7",1046,5,1
2212,2024-06-17 19:50:30,"251,74","38,8","6,48",132,"8,6","334,1",1049,2,0
2213,2024-06-18 01:48:42,"173,72","27,9","6,22",179,"11,4","318,4",1095,4,0
