Consumo Médio de Combustível (km/l),Distância Percorrida (km),Preço do Combustível (R$/litro),Frequência de Abastecimentos por Semana,Custo_Total_Abastecimento,Fraude,Fraude_Numerica
3.5979161664117125,212.04144966821525,4.1764346194556214,7,246.13615498359377,Não,0.22435426419229298
5.880211778048597,401.81616590243215,4.494312828051672,7,307.11267163461594,Não,0.1729720146366457
4.998756969319069,441.8439258944577,4.870980912350251,8,430.5497031520972,Não,0.3248399992161531
3.300506778151517,369.5659313448469,4.356155113052647,4,487.76949409555573,Não,0.4256550138445702
3.12147462905113,245.48822537502588,5.710049595731853,6,449.06658186925654,Não,0.12243846928483376
2.487900800756808,260.37861510006235,6.336065376255117,9,663.1196578862423,Sim,0.7479117020812422
5.858334634338318,417.2689736148252,4.094174905077579,8,291.6139597809526,Não,0.3965698817393379
2.570932226267391,354.3316218730928,4.2039119453764116,3,579.3925341935359,Sim,0.9145847606982843
3.1937366785569203,409.01097027095057,4.438070145322276,3,568.3685159319408,Sim,0.6799072216168333
2.5282270628261263,348.64340790435574,5.775752239549691,9,796.478280616485,Sim,0.5289919530769592
2.4443821043962406,412.21004588333494,4.970886216645697,5,838.2687926568963,Não,0.2990446143952744
2.152633683298318,485.0186744828047,5.1214817916085345,7,1153.941949913059,Não,0.20535444562321753
4.283888783351494,220.31075617620039,5.3037221266828505,7,272.7584891603549,Não,0.23400959956570494
3.7218168656067134,372.955027521269,4.3616624869238025,4,437.0725405329624,Sim,0.5357731577569962
3.4713196235704813,491.1009046833645,6.25886626980275,4,885.4658230032953,Não,0.21215617979340406
2.5697148243171903,209.22952007931514,6.497191923606318,4,529.0098088610144,Não,0.3057045559704238
3.2632284623071723,483.80938190987956,6.441400088407323,4,955.0081556972024,Sim,0.8074807155605246
2.43848466585726,432.34409523226657,5.780787201951737,7,1024.9353820231852,Não,0.12105614575091023
2.1437092459400704,305.8616884106695,6.128068128595363,4,874.3449085073305,Não,0.17189130682664205
4.676819532146885,471.327176056586,5.211144924467417,8,525.1761810324432,Não,0.42462076285763234
4.734591361910706,386.09132925789925,6.276633010808083,6,511.84007175413916,Não,0.23589617064392626
3.7322342671899813,260.72691933956025,5.714779581041855,8,399.22383435793597,Sim,0.7458455367691672
2.368587416980711,456.9140859924011,5.286844331223726,6,1019.862567903217,Não,0.07814663530083876
2.977045703995243,414.2090603881225,4.771714512039726,6,663.9089825930001,Sim,0.5628645157022101
3.9787678105309117,430.05158945413837,4.8586121865359235,3,525.1509997217485,Não,0.3415437403068551
2.190075375826751,254.74314437219246,5.160363977591589,7,600.2384028725166,Sim,0.8391386026398335
4.201821846910127,402.2412260593245,6.127316500625152,3,586.5692053263551,Não,0.39352104013778366
4.213710762268585,332.58900708899887,6.195447089858533,9,489.0078394889926,Não,0.27574689149705095
4.040278793513603,459.2391477601905,6.173815666896616,8,701.7480699217913,Não,0.41677015020761665
4.580498352601212,468.8708106768312,5.37768074471112,7,550.4723146340601,Não,0.39068683015090133
2.937281172719795,328.78892809892034,6.257509332683373,9,700.4435956524018,Sim,0.7788246747440761
5.299435636763478,294.06325439276145,6.4862417759678666,3,359.9185830633618,Não,0.3877051406599333
4.093900312738907,311.7628461663302,5.882207999501221,4,447.9478657456532,Não,0.05774688501580938
4.058409526869659,350.1557216144918,6.130414512437627,7,528.9263449601327,Sim,0.6732757645547989
3.3954126399797455,240.594560845641,4.41940386832008,8,313.15325871683723,Sim,0.9944003510239701
4.175470683041043,407.5023826629233,4.871115152368402,5,475.39335837700116,Não,0.37581546581380226
4.918549650443952,215.57763534772698,4.371358655922614,5,191.59452059522394,Sim,0.6724739388045585
5.3674113799368,218.8674467620148,6.348507798997044,9,258.8737091978931,Não,0.12929402676043417
2.7783891925407125,327.637679376791,6.412357359801268,8,756.1683188015743,Sim,0.7228250615626508
5.879534642291963,255.42118728793199,5.916545965048941,6,257.02904855193145,Não,0.27876805228312046
2.138013910701897,457.3871926752018,4.4730174494160995,9,956.9165493895053,Não,0.018514850819841888
4.167881195671825,333.62200454218373,4.625805130789654,3,370.2769603793377,Não,0.05050970652008513
3.051965481540044,228.20072085850603,5.706952681825396,3,426.71869120904154,Não,0.4857931416474896
2.9890033354947794,417.2366249343027,4.23986725246775,4,591.8454093314975,Não,0.4759643388178785
4.755550024398068,214.542093384261,6.428474300054134,8,290.01447288426004,Não,0.05292857474898799
4.045037613700606,419.4796346267861,5.05310524352272,4,524.0185490746084,Não,0.38669015817585445
2.142018526891517,278.6271669163929,4.449092756062138,5,578.7242707787381,Não,0.05718615638547192
5.737851256112277,426.54509815340964,6.4370648277551155,3,478.5238107819189,Não,0.03360627806391159
2.585062822714721,286.0649115544621,5.0803502746821465,6,562.1952160011463,Não,0.2412650216181803
2.4191870523142933,219.56770795095142,6.020865999852862,4,546.4595001874034,Não,0.3687974044586754
5.553009214444399,393.1025730333788,5.631535151760962,9,398.6614955593316,Sim,0.6520067498561177
2.9423581883721313,299.474381656753,4.954729054747953,3,504.29428538349254,Não,0.10789642325292098
4.826643054141524,458.42996454459217,5.1198130933799835,6,486.2749759088162,Sim,0.5344589392058156
3.9454656710665588,233.58025396014472,5.757862362040177,5,340.87812819046445,Não,0.27418524882761885
5.012509242226748,262.5612857103711,5.259172630305592,5,275.4818117746556,Não,0.31708173882774043
4.436224536187067,202.86574547717535,4.439766987566026,7,203.0277395408092,Sim,0.6693036299013417
2.5534657553340256,357.8568167741629,4.861691017294896,8,681.3442741318873,Sim,0.6199300282385898
3.6288991459672846,357.6726026624559,5.946144867238291,3,586.0656427546517,Sim,0.8052264551652626
4.561716184681817,424.69300914674056,5.263315686605159,9,490.01149710709177,Não,0.32333184444306107
4.440725829389608,368.67555795383004,5.939491932069931,7,493.10531344357753,Sim,0.6744133149978395
5.145661899137626,437.12623549477746,5.7908690268625485,5,491.93686401742883,Sim,0.5771146350682015
5.918509038743142,312.0583032384896,4.279481965987443,5,225.63923993421042,Sim,0.9056844901840291
2.079515885942789,376.12702027481794,4.417452421531192,4,798.9952025603412,Não,0.44379762890963387
5.190459868326849,382.3930025424412,4.043572337811707,7,297.8991855208789,Sim,0.9054503071561633
2.190785389084186,499.1993617009987,5.336512962020208,8,1215.9949019302244,Não,0.18168737285901748
5.78821724805998,393.9919789288079,4.721056829697565,7,321.3525759751568,Sim,0.8414503030870317
2.3934114953290484,425.3885531260918,5.041044144945786,6,895.9606316123379,Não,0.008574175574194709
5.858757951591242,266.13064545144516,4.284215918246129,4,194.60799660899622,Sim,0.8808006246844049
4.97500111871058,330.8981522220388,5.215967862980948,5,346.92537483434063,Não,0.4918987655533014
5.130877392595159,411.1920498716072,4.332203896253533,5,347.1858055180016,Não,0.1978327682185536
3.573452700644912,258.90040531268255,4.905295268422572,6,355.39379965594344,Não,0.16143055696828557
2.660634658603659,271.0719012669132,4.308036686169937,5,438.9132087231284,Não,0.33616571061521455
3.7254454385292206,418.52984900847235,6.0564954980169885,9,680.4083399235807,Não,0.4250289175133649
2.0944306977228844,245.35335084793337,6.442788928793948,9,754.7444058207334,Não,0.11392428463338039
2.1849965162744676,270.4800973988393,5.392815840769897,5,667.5751393656764,Sim,0.823726135205923
2.969193835615677,250.73114120266814,6.0322937059253405,7,509.39210058096864,Não,0.47542716492290504
3.805160130514281,285.5925862350772,4.42157078142014,8,331.85668707102775,Não,0.17884418030739851
3.29047539086374,495.44679715260173,4.5394819655684495,4,683.5096858094146,Não,0.4929319479351211
5.540461977548571,429.02296656225343,4.562291043240409,7,353.2787781277106,Não,0.21721268824510404
5.337649074799126,218.64293887782526,6.147210478493675,3,251.80452032039977,Sim,0.977692362192377
5.3113268450464535,408.18107204390583,4.011473467995562,7,308.2859685370751,Sim,0.8287150326964289
2.2673325352719647,445.3301583837427,5.269473674209181,5,1034.9851684429066,Sim,0.8149599335070135
2.992864542415194,311.51759176421297,5.7333895320065835,9,596.7699755016388,Não,0.42326402061848645
4.072672561119571,331.62768777298504,4.380683252734188,8,356.7082391643873,Não,0.42936143777670144
3.325801646198312,335.796001351261,5.262260721503358,9,531.3143405195318,Não,0.4070189495732202
4.0757356670674305,200.6677465376755,4.157748584830268,4,204.7056304287792,Sim,0.5956787506702994
3.5282677983997126,365.0075457352209,5.051207856252974,8,522.5592522896391,Sim,0.7809539711216924
2.3999571698622506,494.8023157836526,5.719314898294491,8,1179.1586499581108,Não,0.1677399280051537
5.171720463937605,474.05378862428347,4.085666423538704,8,374.503158211862,Não,0.22335674504734
3.9889099137367,362.6153207886541,5.670350101849806,6,515.468101720075,Sim,0.5289108721630045
2.206651515443412,376.0685445984917,5.888127432228022,6,1003.4840111142287,Não,0.426048736388646
3.703238560158715,234.90675338521118,4.6282708835998285,3,293.58413437106304,Não,0.09161684255787261
5.5038855383958385,482.76019338105965,4.387848395194313,7,384.8696570837794,Não,0.0941652585385156
5.754347060476837,495.7219531769247,4.977036519927334,9,428.75868256837714,Sim,0.6428808060609819
5.871398158851578,394.0551567515837,5.003911905412833,8,335.8343680518252,Não,0.2175216246282814
4.172897365481566,484.2571801993982,4.221520851266945,8,489.8998476449647,Sim,0.8943143738758765
3.8508922095905347,274.8187267639478,5.633683975926317,8,402.0475705340893,Não,0.22514394823940753
3.6201519042024177,390.5861571470817,4.946511565236878,7,533.6900203846915,Sim,0.747317045486761
2.0869829042997172,228.24834238176274,5.156427796151048,9,563.9462089784796,Não,0.40764580572832826
3.336603977489314,327.65414103199,5.487508393711346,9,538.872716473912,Sim,0.8826963425800443
3.2358760313438455,346.00542007733475,4.230289088949807,8,452.3359174123781,Não,0.3125282859739097
2.15768788959082,427.63958081604915,4.058112333487871,5,804.2912348765568,Não,0.28709985226567497
5.85894587569037,364.56654280761416,4.775120827177343,5,297.12670647389297,Não,0.14180820855900578
2.508825295033458,403.92736745906734,4.279593093829183,9,689.0255673077362,Sim,0.7492110275857164
5.9124172848097825,262.35750095553965,6.492927268616709,3,288.1170408010474,Não,0.24531375906405406
2.352182911859163,345.89204397045114,4.474493461996939,5,657.9810105325728,Não,0.469235039582986
4.081777383071598,328.0761194621117,6.435969581233225,9,517.2961989412227,Sim,0.7614320899886133
5.555981413945684,480.4031353811053,4.07463321695843,4,352.3169764465965,Sim,0.8799824201116574
3.253742032738217,229.8299625772766,6.242390283898706,4,440.93487157425915,Não,0.1406472884455761
5.974847694888171,353.90246376273524,4.941389148863799,4,292.6885978515432,Sim,0.7951765596304181
4.882152442093874,260.4114930091796,6.222103159460086,8,331.8837731165174,Não,0.43078480233518635
3.369279533179177,451.6397935530206,4.4054823999424295,7,590.5390579849088,Não,0.012930015530318362
3.173184952800123,344.5961304663953,6.325551930742604,6,686.9315059856957,Não,0.41867148109590085
5.02854506198026,459.77901129267633,5.294747340530202,8,484.11889866108163,Sim,0.6922900452840044
4.55294506862883,394.1418411683466,4.11390000374635,4,356.13434764047685,Sim,0.6681288208779743
2.042281920589613,398.1496199410025,6.251064391405645,4,1218.665692808146,Não,0.47403550978455
2.061070227320574,461.27754651203827,4.49475547430234,6,1005.9481476539012,Não,0.30272910010607695
3.841164357704362,338.6643377784245,4.181055074967403,6,368.6315180288721,Não,0.39513885389325104
4.556358419079113,394.59276565521714,5.88842180171575,6,509.95299982416736,Não,0.09437733105245272
4.051983437038798,452.91903067952757,5.43807159155633,4,607.8519698524585,Sim,0.9496318915454744
5.024414274252569,448.257935693455,4.147411792180055,9,370.01531859350604,Não,0.46082283145747344
3.4401486587514385,381.0613595852541,4.554461876673156,6,504.49256908978197,Não,0.4170526597555616
4.232852931484291,252.35790967540822,5.398706321483675,8,321.8647716549159,Sim,0.5311951005543064
4.247387246128988,393.4980177270646,5.16831222907156,5,478.8168582904023,Não,0.1617389002255873
4.6228906043845015,392.15615088185484,5.390450950919735,5,457.26768754277396,Não,0.45515734557790066
3.1344081274585984,327.7228640643143,4.813654218103042,5,503.29902259763514,Sim,0.5390638707662263
2.9608944470963254,486.17180355381157,4.550972704615934,8,747.2588595304682,Não,0.4125422725800137
4.512352217355092,375.2852341644013,4.231881573206544,7,351.9589319841995,Não,0.3171823545666848
5.89973910103372,242.26217246300453,6.247209623993369,7,256.5304243835533,Não,0.4042793815666524
5.060193827671892,291.5399912385622,6.124828273600592,6,352.8782576387501,Não,0.30378560473812705
4.6672990342724265,450.1543759400661,4.986761362040523,3,480.9660646141401,Sim,0.9664161590937959
5.0921223343843955,493.737660007838,4.629819320358908,4,448.91226238959524,Não,0.2781906865493837
2.472103871710191,253.42653245418524,5.606708901387995,9,574.7690506126708,Não,0.18152780790151218
4.744024170009274,293.44706811319605,4.4638098620551405,4,276.1140899988902,Não,0.06751668459527171
3.82523479184744,409.91672075427147,5.756652148510376,7,616.8897073376085,Não,0.2354617950484409
2.3373554039105695,404.4666715922592,6.105493810224711,6,1056.5225792008887,Sim,0.8446494219397354
3.871065634355919,221.2561172719693,4.896392390441186,4,279.8600879649734,Não,0.32457196316759773
3.086898758318504,492.504330200495,5.451508567886086,9,869.7698842807242,Não,0.3774570665546519
3.207051575874454,213.0376051361328,4.862476255317594,3,323.0039405218231,Sim,0.7659902117002112
4.6183084221849136,311.55685478238735,5.874933025240944,9,396.3303201251546,Sim,0.6828094386637455
5.678564178765601,397.4701931519941,5.284885024437416,4,369.91468359275336,Não,0.1908995550806003
4.06690279648231,304.15750866154076,4.066274666818506,3,304.1105317940768,Sim,0.5723850882516446
2.507567623820915,267.02929048950153,5.608522755995249,5,597.2480414887481,Não,0.2766528001881857
3.4016603831196788,473.07874305004094,6.403304059357616,5,890.5260062998913,Não,0.40446066869559716
2.5893669933641137,404.45350760322833,5.366452640767856,6,838.228261775003,Sim,0.808990080857025
2.629243760770905,327.8561327085801,6.418743811267256,8,800.3915628546318,Não,0.3567679944125536
5.762410812386403,472.60656455359964,4.635453428141715,3,380.1786771455475,Sim,0.7387417284680257
4.672618237970148,365.0108621563866,4.181577741220355,8,326.6522576344378,Sim,0.9244538758813976
2.29031484707816,455.27443893156556,6.097403540927703,7,1212.05692727209,Não,0.29020252020827064
2.6242528483291454,426.71660702823317,5.736369131895474,8,932.7622428541663,Não,0.18194882951901897
4.897616650150853,445.2694664587867,6.376507867150072,9,579.7236612605675,Não,0.15187351152058798
4.587546794481843,431.7568816425453,4.937883716579999,7,464.7288345807239,Não,0.43985683034060935
3.3178302642479265,344.4136569366665,6.165570984641446,9,640.0287780858835,Sim,0.7882270669259821
5.986248434314508,461.0588821410423,5.947096286612835,9,458.04339662439065,Não,0.23915000609125342
2.4442172821863175,242.96207012800005,5.010493196017775,4,498.0571114274369,Não,0.40852170811184996
3.2398635799352804,355.53855905512546,6.337634621800619,8,695.4840614918356,Sim,0.8350700370118702
4.9047424938351405,371.3595268164913,5.607897438406206,7,424.59846603150567,Não,0.1370182796290374
4.021214522382698,296.96721812034053,4.150677561490554,8,306.52808048151695,Não,0.0850312791446734
3.7527542333593495,216.48624244921916,4.634388646324919,7,267.34534736480697,Não,0.3155501008893738
3.502198403682608,420.8033676871363,5.353245354904891,6,643.2141797080346,Sim,0.9583958963286996
2.522957856836944,227.50448678908137,6.347737799301978,6,572.3991093978794,Sim,0.5209887589408192
4.840263936060023,329.35520643439645,4.025075735143485,6,273.8858184542239,Não,0.4213652225308279
2.5345550540120376,364.35154338468476,5.770537162111082,3,829.5357869010273,Não,0.2874493580794043
5.97865407259779,273.7288668178518,5.341350834944453,9,244.55034420324662,Não,0.2950793465470997
3.6428212941597056,372.65701968656515,4.971904664198513,6,508.62093545364047,Não,0.13406771626268976
3.9406676723428355,258.4293023278618,6.282110750120152,5,411.98132735072966,Não,0.49336076443225896
4.30477806230895,360.85537119947344,6.264453452774244,4,525.1285068225277,Não,0.48500099878480263
2.9542519718317584,293.6103987462618,4.92771890975092,5,489.74479082918856,Não,0.21732165119459312
3.2778196025616224,303.92764590723914,5.75485549842049,7,533.6046202189948,Não,0.12469162095790304
5.6826765046158485,387.9724270537554,4.348355792380461,3,296.8745711801077,Não,0.2816917997508806
5.169201587549345,297.47087316191164,5.547488104284492,8,319.2400416752121,Não,0.2801315470764573
4.955631560816798,498.2419440429126,4.6024816707797624,5,462.7360583467629,Sim,0.9635120281974381
2.4612776559503553,343.9144800264274,4.1345906380696285,4,577.7266071449404,Não,0.3160014636286574
5.476017166180918,386.2660792595062,4.53031351928931,7,319.5582460404587,Não,0.4984375225715525
3.934103236290356,402.2037586380052,5.906364530587636,7,603.8382501442868,Não,0.3270907863177877
2.2818411398784013,329.00184487051877,4.335203597867291,8,625.0610336807478,Sim,0.9350567378158204
5.882989303870236,344.654498605318,4.468575368488725,8,261.7911615262265,Não,0.35162802055191605
4.717791423767951,372.9808033730578,6.285019810606919,7,496.88329296752175,Não,0.17419332460566145
4.535292617298422,461.7119041646572,4.259790760628569,3,433.6646539478215,Sim,0.60209387963932
2.5620598702526887,284.7904979125673,5.675249385312625,8,630.8428296259007,Não,0.3105025778446004
2.3848924152193085,393.6555710374525,5.483794899833126,5,905.1672096275956,Sim,0.9327933327309373
2.0027099133756194,208.7489286031116,4.104541345999392,8,427.8296135960883,Não,0.26840085945548126
2.6098721942886103,458.0846461981539,4.020667679348142,3,705.7074041422857,Não,0.17520528162445415
2.72635959608667,261.2453750796767,6.1246108807510575,4,586.8727914892467,Sim,0.7917641295507386
5.04110447278088,424.5738927815231,6.334102041322879,9,533.473244897129,Não,0.381524934103595
5.58736943823966,240.7810407846725,6.365487489360492,6,274.3131127683076,Não,0.4434833724263509
3.584177616227366,498.1265112717794,4.43285376944622,3,616.0749325465706,Sim,0.5268541241198608
5.313949539307945,399.8458039459495,5.602046842452447,3,421.52355924610157,Não,0.037790241298911564
2.1431195313535905,384.57418066452516,4.143670358485992,9,743.5649807419501,Não,0.37616278072349535
3.649916083956333,438.70249191404787,5.092272881531782,8,612.0668944839908,Sim,0.5774162025080933
2.849671072171185,452.34245408068637,5.879086118345925,8,933.216562604226,Não,0.08294441394486729
2.8110079695449985,395.6331824098007,5.638778955101398,3,793.6256627807703,Não,0.046229950828965916
2.0685687996395044,316.0101864304214,4.575476915618892,5,698.9843960543137,Não,0.378999444493686
4.788682073294694,443.1165156636647,5.6201871318279935,9,520.0591104432937,Não,0.32212462958207877
3.545665257800447,257.79445529388084,5.777795460671695,6,420.08580203854837,Não,0.1682410329393471
2.7299385650226475,263.3485063600265,6.477948449148359,3,624.907120701567,Não,0.1435517000011775
5.297878310640497,266.96807811609636,5.19230597581947,9,261.6481289445966,Não,0.1004185870064131
5.499050359902728,260.1063765145792,4.385741057521222,9,207.44658443594295,Não,0.4556605351986185
4.057182505064951,441.52681571216897,5.121532433083114,6,557.3557275086356,Não,0.04077457110096799
3.384895256279772,311.51728047648913,6.439608180300782,7,592.6473570902267,Sim,0.5447334401733783
5.045470692210437,313.08519382272374,5.821224713459074,3,361.2228429971324,Não,0.057507789530920395
5.539207564999957,370.0100162698785,5.41358418913881,6,361.61857998574993,Sim,0.50123905793195
3.828486494169652,225.12829421970005,4.568953773934263,6,268.6703403710378,Não,0.12869510029606113
4.638734673514877,426.7662688656907,4.1417275969271845,5,381.04133079449537,Não,0.16982566715233
5.182518710658501,426.15911590888277,6.491415108696709,7,533.7898188443304,Não,0.46875813582155457
3.313151621374472,265.2459650938518,4.9728736488460745,9,398.12082905241607,Não,0.09957411071028888
4.98258741990794,448.80105202341804,4.166997539264601,9,375.33769541679226,Não,0.010607027565961824
4.320050826649339,249.66053895796426,4.811930035258948,6,278.0867851414932,Sim,0.9882664753925205
3.0042721657937186,271.73324621962547,5.669853047275133,3,512.832223280697,Não,0.45427747959484605
5.973937665018413,447.97152289640604,5.077681209751068,7,380.76336109671144,Não,0.1581105045785508
5.199314833933031,292.63377910302137,4.3656577713275215,9,245.71293962740273,Não,0.1475168736389706
5.445949449321965,282.15402382158277,5.991020991643583,9,310.39411866047783,Não,0.1387182245871833
3.5722477981103533,385.34759716540225,5.69126326166816,8,613.9312686761732,Não,0.46464968378314264
3.373148031712316,284.3047603717325,6.350061015623762,6,535.2129697303384,Não,0.36317738037099867
2.1095357147833527,234.72408581861583,5.150365306114005,8,573.0714960821034,Sim,0.8825058136019124
5.44057726374138,267.3812122674118,4.570060358033233,3,224.59901209561312,Não,0.3040108798348145
2.90578178785324,282.8494828189601,6.2412829785189,5,607.5279533997858,Não,0.12069288677825274
4.970128330377147,345.9862791557017,5.706369200609934,5,397.238323835777,Não,0.4903428093887492
3.1812085517256388,311.05467246804085,5.576553939845233,5,545.2686081577347,Não,0.35010409516638663
4.281837996407631,433.4046599872342,5.351337014248709,4,541.6586057397313,Não,0.07517645319059829
5.049008473145641,416.0816948361128,6.384711518648285,4,526.1551062646039,Não,0.11990165434809091
3.2271380180965106,436.67097059199,4.100320364108117,6,554.8231476598863,Sim,0.6966380535444852
3.296994726645854,410.2671956165574,4.073556189529448,4,506.8999536329052,Não,0.09350601965119676
2.826481260579294,396.79922881343725,6.075424311054963,6,852.9063026042969,Não,0.18960603319824165
2.730557920574542,417.42452798503905,4.8879619548066495,9,747.2301526439254,Não,0.4437636810985077
3.7874028430592372,474.7546800065597,5.622381337199406,6,704.771043172396,Não,0.2207096473637355
2.7705292194087687,432.3372104077131,4.393460033394292,4,685.5932944395405,Não,0.24672209483825036
3.945918751625485,380.01417158987033,6.073949470208698,6,584.9554999705084,Sim,0.9540826800663772
5.835271469002366,293.2045152007326,6.314602738061628,4,317.2894430591276,Sim,0.792328563983316
4.234928803716283,349.6145049758451,5.872644557819232,7,484.8161126532629,Não,0.038144311411755616
5.0886528509933955,339.58564200506885,4.22175648305653,9,281.7342679227843,Não,0.4425773119248478
4.722393046294123,306.5215118643994,4.027725454578982,6,261.4319654483461,Não,0.4727449530826264
5.895007101213451,431.3936081894233,5.18925158851142,9,379.74678030664865,Não,0.4531491068158962
3.602803868822088,482.5568981916535,5.137234679566628,5,688.0774314991395,Não,0.45039497925813343
4.3547887807721475,413.59986209650964,4.258396839073798,4,404.44495337402896,Sim,0.5449672955988574
5.415269732042946,228.69812157758733,4.389935981477097,4,185.39614137206055,Não,0.18092837111217314
2.5740584759504106,414.3863481625207,4.014537746675503,9,646.2827678346438,Não,0.3034806226198003
3.841063704731472,465.4310666715981,5.230331765705358,5,633.7720693775303,Não,0.45832057244113655
4.389853836786336,345.8928572233704,5.794262781998222,3,456.5514442356931,Não,0.17522627723112638
5.436686207959593,442.6289417827519,4.173082315852658,3,339.75236730306176,Não,0.3995159759561014
5.297377666183108,322.049696686757,4.227788794415098,8,257.02492529253414,Sim,0.7837149628300843
4.286579901051949,481.28408565888316,4.861780118079261,7,545.865807430789,Não,0.19857747303781687
5.372045151720619,319.2323535204312,4.999103690975242,6,297.0704064636456,Não,0.022057773190364394
5.576272453643851,362.8605938506176,5.440068072180011,9,353.99746832117387,Sim,0.8131684392025793
2.9638112989654544,263.1464710117085,5.4920821915888105,5,487.62282798750164,Sim,0.6531090579642512
4.981106588258225,238.38673649268372,5.881220230326538,8,281.4645445667006,Não,0.1890932053365379
5.886431199572324,416.6551536908215,4.857633445942322,7,343.8344799035149,Sim,0.8222721769708937
3.4737036811147113,488.65278977065776,4.222763544763563,9,594.0245271664569,Não,0.18844493009269037
5.396746579126601,300.29091710091575,4.273089768755014,6,237.76733383720398,Sim,0.8087777730634305
5.74159349486696,325.19378926746015,4.555528004737543,9,258.0171193413546,Não,0.3358064790571401
3.178060278062711,491.5841575457919,4.620128245374838,6,714.6440446499586,Sim,0.6074236816351555
2.9419926526649487,307.6420209137019,6.368019506567153,3,665.8991443923583,Não,0.2383717774495276
4.816044554462561,238.64919467950762,5.10919808414299,8,253.1758156408655,Não,0.4631560360651967
4.594873497628794,345.2803745294891,4.825200311972951,7,362.5882130939186,Não,0.24131640543790805
2.7869276793998146,294.19431648724515,5.034734060783567,4,531.477783458758,Não,0.21896679755529874
2.4845362018179786,257.62179443621915,4.91114681750801,5,509.23727935232256,Não,0.4046632757028913
3.3875890114899874,396.9169812221024,5.590361502820902,5,655.0113972249453,Não,0.28606538790683655
3.0180603899771348,494.21813025292136,4.84612059839108,3,793.5694955179982,Não,0.23884500550261767
3.1229043814195445,271.0767498439569,4.425095777008957,7,384.1105696725,Não,0.017879687451003323
2.1289122012737525,406.5422615895938,4.77830484984103,5,912.4767376769354,Não,0.3593360410032242
3.597300008665149,324.40980726467603,5.74781654058745,4,518.3465520343427,Não,0.12414650580449232
3.048176033524415,386.95916231523495,4.570240085397926,8,580.1818056355124,Não,0.33464109260924474
5.674663809862435,497.2383711797919,4.54328923278031,9,398.10248035841494,Não,0.03304862721135765
4.831679218028306,274.36724904286564,6.113949294572823,8,347.1810468046861,Não,0.31932806626616944
4.363743309987129,309.42319569095827,4.754028121543671,4,337.09741139129125,Não,0.4609881628200873
5.704085834063068,325.19351414754414,5.059404293170002,7,288.43981480151996,Sim,0.6908486648328855
5.795873220177951,337.54257570756374,5.966775592468978,3,347.4956621099394,Sim,0.6671965110029833
2.561651739063168,302.99061122366896,4.235571963646851,6,500.9808783049215,Não,0.37627858285888266
5.542890771597871,315.5864462900761,6.418552541821386,5,365.4425588501388,Não,0.009067371303660865
2.15754468485238,388.3406072810577,4.303714248968715,3,774.6337847565848,Não,0.37713854185942847
3.399753162502622,485.47390187839363,5.119827852615849,3,731.0950783042845,Sim,0.6278327166192972
2.998256287893627,346.6639099919617,5.25456945396107,4,607.5429907675383,Sim,0.6818657564003558
2.06809690644547,345.0798952092606,4.339579929404675,7,724.0965269200071,Não,0.07833285338323698
2.9557433779248745,300.94965447004085,5.272967507616003,8,536.8861726294028,Não,0.29882529123466756
4.551185405458748,374.6212705992779,6.416012681867155,8,528.1206123088892,Não,0.09712226984590971
2.372927446531426,463.4429288910399,4.359389334108627,4,851.4074731314824,Sim,0.6995033668225217
4.043612165229561,245.57266578720686,4.053709986914388,9,246.18591673424618,Sim,0.7173111975279926
2.420211751963785,221.07432679688173,5.797556239854263,7,529.5779767009498,Sim,0.5191007376861534
3.107905680100451,431.28859503781825,4.454584141804341,3,618.169125368838,Não,0.46477757874183795
4.730917903033101,455.6547193241744,5.072353797443308,9,488.53985489901453,Não,0.18535613501160553
4.8671857142118355,276.47666532602045,5.380297870875449,7,305.6235987578735,Sim,0.94393353871842
4.07529301229852,307.25600591802345,4.8338931373992375,8,364.4505300476876,Não,0.4370658941743633
5.804336586401228,335.31034772828866,5.49454449539933,6,317.41398830614753,Não,0.2408544458368077
3.7188555972146,492.48511857780636,4.727028420955313,7,625.9966518082846,Não,0.1945208092159013
4.171173423023793,356.26235504534236,5.198594196402075,8,444.0149625791974,Não,0.31443079751279196
5.829859693280351,253.46907811056425,5.540595967623845,7,240.89254733101706,Sim,0.9404595681996439
3.1383145966344843,342.0184115646563,4.715682661500213,5,513.9224394708253,Não,0.2400693559399324
5.326409094045344,470.0782226972129,5.369703491792493,8,473.8991371606698,Não,0.037888587035472765
2.769603809547285,414.120815135107,6.422994451681449,7,960.3885179423455,Sim,0.9650163867421969
3.4928400124740895,367.5308589915649,4.972865666216787,7,523.2651891947697,Não,0.20294381738868827
2.0302746238966822,310.79345891498616,5.537767967525305,6,847.7188460310415,Não,0.014891563493310889
3.8715836600035005,299.77456600590006,6.0954416490204455,6,471.9666512250286,Sim,0.5284543899664724
2.912138861820771,460.7647203673802,5.87846424711641,4,930.1029461619597,Não,0.0051996344237368874
3.1267053793212707,461.1898936285506,4.765442170381274,8,702.9040158968321,Não,0.18098384062729866
3.572321709456669,217.9957470274453,4.57970469079125,3,279.4698312280443,Não,0.040417743140536255
5.508311482666568,340.435167638455,4.822892070871175,8,298.07357042459233,Não,0.36079894886776465
5.230196885686036,303.9694285231938,5.180298915330817,4,301.06945021169787,Não,0.20534163410812079
2.7303695490786404,387.5923111150375,6.412918425508799,4,910.3521808518282,Não,0.14895609879888078
